;;;;;;;;;;;;;;;;;;;;;;;
Filiale;site;n° parc GT;Categorie vehicule;Souscategorie vehicule;Date incorporation;Mode acquisition;Marque;Modele;Propriétaire;Immatriculation;Date miseenservice;Num serie;;;;;;;;;;;
GT LOGISTICS.03;PSA Versailles;497620;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;03/01/2018;Mise à disposition;STILL;R50-10;;;03/01/2018;50320225;;;;;;;;;;;
GT LOGISTICS.03;PSM - Thiollet;497909;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;25/06/2018;Location longue durée;FENWICK;H50D;;;27/12/2012;H2X394C04029;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.03;PSM - Thiollet;497910;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;25/06/2018;Location longue durée;FENWICK;H50D;;;27/12/2012;H2X394C04091;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.03;PSM - Thiollet;497911;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 5T<>=9T;25/06/2018;Location longue durée;FENWICK;H60D;;;A compléter;H2X396D00016;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.03;PSM - Thiollet;497912;GTX ENGIN BTP;CHARGEUSE;25/06/2018;Location longue durée;CATERPILLAR;914M;;;01/08/2017;H2400227;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.03;PSM - Thiollet;497913;GTX ENGIN BTP;CHARGEUSE;25/06/2018;Location longue durée;CATERPILLAR;938H;;;01/12/2008;JKLM000295;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.03;SAFRAN SED FOUGERES;497914;GTX ENGIN MAGASINAGE;TRANSPALETTE MOTORISE;16/04/2018;Mise à disposition;non communiqué;non communiqué;;;non communiqué;P1144752;;;;;;;;;;;
GT LOGISTICS.03;SAFRAN SED FOUGERES;497915;GTX CHARIOT FRONTAL;CHARIOT FRONTAL;16/04/2018;Mise à disposition;non communiqué;non communiqué;;;non communiqué;VOIR SYLVAIN GUERLEE;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA JARRIE;405353;GTX ENGIN TRACTION;LOCOTRACTEUR;02/02/2015;Achat neuf;EUROTRACT;LOCOTRACTEUR;GT LOGISTICS;;01/02/2015;2533;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA JARRIE;406196;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;20/04/2015;Achat occasion;TOYOTA;C3E180;GT LOGISTICS;;20/04/2015;336483CE;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA JARRIE;406197;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;20/04/2015;Achat neuf;TOYOTA;8FBET18;GT LOGISTICS;;20/04/2015;12210;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;405191;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;06/07/2015;Achat neuf;YALE;TRANSPALETTE;GT LOGISTICS;;05/06/2012;E842T03637K;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;406360;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;11/08/2015;Achat neuf;FENWICK;H25T;GT LOGISTICS;;11/08/2015;H2X392F01271;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;406361;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;19/08/2015;Achat neuf;FENWICK;H25T;GT LOGISTICS;;11/08/2015;H2X392F01510;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;406362;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;23/07/2015;Achat neuf;FENWICK;H25T;GT LOGISTICS;;23/07/2015;H2X392F01253;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;486212;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/04/2015;Achat occasion;FENWICK;H25T;GT LOGISTICS;;01/04/2015;H2X392B00677;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;486356;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;06/10/2015;Achat occasion;FENWICK;H25T;GT LOGISTICS;;06/10/2015;H2X392W00562;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;486358;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;17/12/2015;Achat occasion;FENWICK;H25T;GT LOGISTICS;;17/12/2015;H2X392U00501;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;486359;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;07/05/2015;Achat occasion;FENWICK;H25T;GT LOGISTICS;;07/05/2015;H2X392C02217;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600202;GTX REMORQUE;REMORQUE INDUSTRIELLE;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;66/07/15 01;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600203;GTX REMORQUE;REMORQUE INDUSTRIELLE;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;66/07/15 02;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600204;GTX REMORQUE;REMORQUE INDUSTRIELLE;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;66/07/15 03;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600205;GTX REMORQUE;REMORQUE INDUSTRIELLE;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;66/07/15 04;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600206;GTX REMORQUE;REMORQUE INDUSTRIELLE;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;21/04/2015;;;;;;;;;;;
GT LOGISTICS.04;BLUE STAR;186135;GTX ENGIN TRACTION;TERBERG;11/11/2014;Achat occasion;TERBERG;YT182DT1740;GT LOGISTICS;;02/11/2011;XLWYT1827B4451125;;;;;;;;;;;
GT LOGISTICS.04;BLUE STAR;405355;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;04/03/2013;Achat neuf;NISSAN;U1D2A25LQ;FRANCETRUCK;;04/03/2013;701990;;;;;;;;;;;
GT LOGISTICS.04;BLUE STAR;405357;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 5T<>=9T;01/05/2013;Achat neuf;NISSAN;GX50D;FRANCETRUCK;;01/05/2013;000101;;;;;;;;;;;
GT LOGISTICS.04;BLUE STAR;485506;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;18/12/2012;Achat occasion;FENWICK;T18;FRANCETRUCK;;12/11/2007;W4X36OU00362;;;;;;;;;;;
GT LOGISTICS.04;BLUE STAR;485693;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/02/2014;Achat occasion;HYSTER;H2.5FT;FRANCETRUCK;;13/02/2014;L177B16063E;;;;;;;;;;;
GT LOGISTICS.04;BLUE STAR;485694;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;13/02/2014;Achat occasion;HYSTER;H3.50FT;FRANCETRUCK;;13/02/2014;L177B09721D;;;;;;;;;;;
GT LOGISTICS.04;BLUE STAR;486689;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;08/06/2016;Achat occasion;TOYOTA;027FGJF35;GT LOGISTICS;;17/02/2004;11881;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;496999;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/01/2016;Mise à disposition;NISSAN;FD02A250;;;01/01/2016;FD02E712403;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497000;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/01/2016;Mise à disposition;HYSTER;H2.5FT;;;01/01/2012;L177B38133K;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497001;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/01/2016;Mise à disposition;HYSTER;H2.5FT;;;01/01/2012;L177B38136K;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497002;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/01/2016;Mise à disposition;HYSTER;H2.5FT;;;01/01/2012;L177B38138K;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497003;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/01/2016;Mise à disposition;HYSTER;H2.5FT;;;01/01/2012;L177B38141K;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497004;GTX ENGIN TRACTION;TRACTEUR INDUSTRIEL;01/01/2016;Mise à disposition;JOHN DEERE;5315 CS3;;;01/01/2007;ATCSCAB206258;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;690234;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/01/2016;Mise à disposition;MILOCO;MS11142400000001;;;01/01/2009;0003003091;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;690235;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/01/2016;Mise à disposition;MILOCO;MS11142400000001;;;01/01/2009;0003003092;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;690236;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/01/2016;Mise à disposition;MILOCO;MS11142400000001;;;01/01/2009;0003003093;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;690237;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/01/2016;Mise à disposition;MILOCO;MS11142400000001;;;01/01/2009;0003003094;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;405349;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;18/03/2013;Achat neuf;FENWICK;L12;FRANCETRUCK;;18/03/2013;W41172D00917;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;405350;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;21/03/2013;Achat neuf;FENWICK;E20;FRANCETRUCK;;20/03/2013;H2X386D01938;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;405351;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;25/03/2013;Achat neuf;FENWICK;E20;FRANCETRUCK;;25/03/2013;H2X386D01896;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;405352;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;27/03/2013;Achat neuf;FENWICK;E20;FRANCETRUCK;;27/03/2013;H2X386D02088;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;405354;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;12/04/2013;Achat neuf;FENWICK;T16;FRANCETRUCK;;12/04/2013;W41152D03284;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;405358;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;19/03/2013;Achat neuf;FENWICK;T16;FRANCETRUCK;;19/03/2013;W41152D02213;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;405374;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;04/04/2013;Achat neuf;FENWICK;E16;FRANCETRUCK;;04/04/2013;H2X386D02331;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;405391;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;26/04/2013;Achat neuf;FENWICK;E40;FRANCETRUCK;;26/04/2013;H2X388D00321;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;405409;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;31/05/2013;Achat neuf;FENWICK;E20;FRANCETRUCK;;31/05/2013;H2X386D02082;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;486992;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;05/12/2016;Achat occasion;FENWICK;T16;GT LOGISTICS;;05/12/2016;W41152E10068;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;487267;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;22/05/2017;Achat occasion;FENWICK;E16L;GT LOGISTICS;;01/01/2010;H2X386Z01753;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;495342;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/07/2014;Location longue durée;FENWICK;R14;FENWICK LEASE;;01/07/2014;G1X115R01273;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;495343;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/07/2014;Location longue durée;FENWICK;R20;FENWICK LEASE;;01/07/2014;G1X115R01290;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;495344;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;01/01/2013;Location longue durée;CROWN;ESR 4500;APROLIS FINANCE;;01/01/2013;5A208114;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;495345;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/07/2014;Location longue durée;FENWICK;H80D;FENWICK LEASE;;01/07/2014;E1X353R00884;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;495346;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/07/2014;Location longue durée;FENWICK;H136;FENWICK LEASE;;01/07/2014;354J011006136;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;495347;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;01/01/2013;Location longue durée;CATERPILLAR;EP40;APROLIS FINANCE;;01/01/2013;FN377534;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;495348;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;01/01/2013;Location longue durée;OMG;330BE;APROLIS FINANCE;;01/01/2013;025195;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;495417;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/07/2014;Location longue durée;FENWICK;E20;FENWICK LEASE;;01/07/2014;H2X335P05389;;;;;;;;;;;
GT LOGISTICS.04;HERAKLES;600173;GTX REMORQUE;REMORQUE INDUSTRIELLE;08/11/2013;Achat neuf;DAUDIN;A RENSEIGNER;FRANCETRUCK;;01/11/2013;;;;;;;;;;;;
GT LOGISTICS.04;RTA;195803;GTX ENGIN TRACTION;TERBERG;24/04/2014;Location longue durée;TERBERG;YT182DT1740;FRANCETRUCK;;02/04/2014;XWYTI823F9234548;;;;;;;;;;;
GT LOGISTICS.04;RTA;195804;GTX ENGIN TRACTION;TERBERG;24/04/2014;Location longue durée;TERBERG;YT182DT1740;FRANCETRUCK;;02/04/2014;XWYTI823F9234549;;;;;;;;;;;
GT LOGISTICS.04;RTA;195805;GTX ENGIN TRACTION;TERBERG;11/06/2014;Location longue durée;TERBERG;YT182DT1740;FRANCETRUCK;;02/04/2014;XWYTI823F9234550;;;;;;;;;;;
GT LOGISTICS.04;RTA;404389;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;01/01/2009;Achat neuf;JUNGHEINRICH;ETV 110;GT LOCATION;;01/09/2009;115525D2;;;;;;;;;;;
GT LOGISTICS.04;RTA;407449;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;11/08/2017;Achat occasion;FENWICK;L12;GT LOGISTICS.04;;01/01/2017;F21172H02916;;;;;;;;;;;
GT LOGISTICS.04;RTA;484578;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/05/2010;Achat occasion;FENWICK;H25D;FRANCETRUCK;;01/05/2010;H2X392S01357;;;;;;;;;;;
GT LOGISTICS.04;RTA;484923;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;08/04/2011;Achat occasion;FENWICK;L14;FRANCETRUCK;;17/02/2008;W4X372W03247;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;185341;GTX ENGIN TRACTION;TERBERG;11/01/2013;Achat occasion;TERBERG;YT182DT1740;FRANCETRUCK;;10/01/2013;XLWYT182682447944;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;196198;GTX ENGIN TRACTION;TERBERG;11/11/2014;Location longue durée;TERBERG;YT182DT1740;FRANCETRUCK;;10/11/2014;XLWYT182XB444124;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;406794;GTX ENGIN BTP;CHARIOT TELESCOPIQUE;12/10/2016;Achat neuf;JCB;531-70;GT LOGISTICS;;01/01/2006;JCB5AA7GK2463028;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;406795;GTX ENGIN BTP;CHARIOT TELESCOPIQUE;12/10/2016;Achat neuf;JCB;531-70;GT LOGISTICS;;01/01/2015;JCB5AA7GK2465078;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;407265;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 5T<>=9T;26/06/2017;Achat neuf;YALE;GDP50VX;VIVIER;;01/06/2017;K813B02270R;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;486891;GTX ENGIN BTP;CHARGEUSE;02/11/2016;Achat occasion;BOBCAT;S70;GT LOGISTICS;;02/01/2014;B38W11205;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;487693;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL 5T<>=9T;01/01/2017;Achat occasion;YALE;GDP50VX;VIVIER;;01/01/2017;f813b01538d;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;495031;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL >16T;15/09/2011;Location longue durée;KALMAR;A RENSEIGNER;JEAN BART LOCATION;;15/09/2011;T34118-004;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;495032;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 9T<>=16T;15/09/2011;Location longue durée;KALMAR;A RENSEIGNER;JEAN BART LOCATION;;15/09/2011;T33105-1925;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;495033;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 9T<>=16T;15/09/2011;Location longue durée;KALMAR;A RENSEIGNER;JEAN BART LOCATION;;15/09/2011;T33105-1765;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;496202;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 5T<>=9T;01/11/2014;Location longue durée;MITSUBISHI;FD50K;JEAN BART LOCATION;;01/11/2014;EF 28350021;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;496205;GTX ENGIN BTP;PELLE;01/12/2014;Location longue durée;JCB;JS200;JEAN BART LOCATION;;01/12/2014;809243;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;496207;GTX ENGIN BTP;MINI-PELLE;01/11/2014;Location longue durée;HANIX;A RENSEIGNER;JEAN BART LOCATION;;01/11/2014;H7530177;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;496888;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;17/10/2016;Location longue durée;YALE;GDP25VX;GT LOGISTICS;;16/10/2016;B875B26557M;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;496890;GTX ENGIN BTP;CHARGEUSE;02/11/2016;Location longue durée;CATERPILLAR;926M;;;16/10/2016;0LTE02415;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;497264;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 5T<>=9T;26/06/2017;Achat neuf;YALE;GDP50VX;VIVIER;;01/06/2017;K813B02271R;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;497266;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 5T<>=9T;07/06/2017;Location longue durée;YALE;M100D S1 3D;JEAN BART LOCATION;;01/06/2017;871235;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;497731;GTX ENGIN BTP;CHARGEUSE;01/01/2017;Location longue durée;YALE;906M;JEAN BART LOCATION;;01/01/2017;CAT0906MVZ6600449;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;497732;GTX ENGIN MAGASINAGE;CHARIOT TELESCOPIQUE;01/01/2017;Location longue durée;YALE;M625;JEAN BART LOCATION;;01/01/2017;944734;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;600116;GTX ENGIN TRACTION;LOCOTRACTEUR;01/01/2011;Achat neuf;ZEPHIR;E2000;FRANCETRUCK;;01/01/2011;2351;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;400123;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/10/2002;Achat neuf;FENWICK;H25D;GT LOGISTICS.01;;01/10/2002;351B04002025;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;404772;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;30/12/2010;Achat neuf;FENWICK;H50D;GT LOGISTICS.01;;30/12/2010;H2X394B00966;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;405139;GTX ENGIN DIVERS;LAVEUSE ;01/02/2012;Achat neuf;DULEVO;H820;GT LOGISTICS.01;;01/02/2012;120100035;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;405362;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;25/04/2013;Achat neuf;FENWICK;H50D;GT LOGISTICS.01;;25/04/2013;H2X394D50698;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;405363;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;25/04/2013;Achat neuf;FENWICK;H50D;GT LOGISTICS.01;;25/04/2013;H2X394D50696;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;405364;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;25/04/2013;Achat neuf;FENWICK;H50D;GT LOGISTICS.01;;25/04/2013;H2X394D50691;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;405365;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;25/04/2013;Achat neuf;FENWICK;H50D;GT LOGISTICS.01;;25/04/2013;H2X394D50714;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;405830;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;02/07/2014;Achat neuf;FENWICK;H50D;GT LOGISTICS.01;;02/07/2014;H2X394E01537;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;406120;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;01/12/2014;Achat neuf;FENWICK;H50D;GT LOGISTICS.01;;30/11/2014;H2X394E02607;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;487659;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;18/12/2014;Location longue durée;FENWICK;H50D;GT LOGISTICS.01;;30/11/2014;H2X394E02903;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;487660;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;18/12/2014;Location longue durée;FENWICK;H50D;GT LOGISTICS.01;;30/11/2014;H2X394E02833;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;487661;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;18/12/2014;Location longue durée;FENWICK;H50D;GT LOGISTICS.01;;30/11/2014;H2X394E02879;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;600090;GTX ENGIN DIVERS;FILMEUSE/BANDEROLEUSE;10/01/2008;Achat neuf;MASPLAY;MASPLAY10;GT LOCATION;;10/01/2008;013120701956;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;600115;GTX ENGIN TRACTION;LOCOTRACTEUR;01/04/2006;Achat neuf;EUROTRACT;LOCOTRACTEUR;GT LOGISTICS (non fact);LOCOTRACTEUR;01/04/2006;ANCIEN400298;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;486537;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;13/01/2016;Achat occasion;FENWICK;T16;GT LOGISTICS.06;;01/10/2015;W4X360S03515;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;495954;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/10/2014;Location longue durée;BT;C3E150;;;01/10/2014;367308CE;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496534;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;13/01/2016;Location longue durée;BT;RRE140;;;01/10/2015;6399238;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496535;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;13/01/2016;Location longue durée;BT;LSE200;;;01/10/2014;6398247;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496536;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/01/2016;Location longue durée;BT;SWE080L;;;01/10/2015;6401895;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496548;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;25/02/2016;Location longue durée;BT;SWE120;;;01/01/2016;6405260;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496549;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;25/02/2016;Location longue durée;TOYOTA;8FBE15T;;;01/01/2016;10060;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;497662;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;11/12/2017;Location longue durée;BT;SWE120;;;01/01/2017;6539161;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;497663;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;11/12/2017;Location longue durée;BT;SPE125;;;01/01/2017;6542769;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;487664;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;01/06/2016;Achat occasion;BT;RRE160;;;01/01/2014;6201448;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;487665;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;01/06/2016;Achat occasion;BT;SWE080L;;;01/01/2014;6209804;;;;;;;;;;;
