﻿Filiale;site;n° parc GT;Categorie vehicule;Souscategorie vehicule;Poids;Date mise en service;Mode acquisition;Marque;Modele;Fournisseur;Immatriculation;Date 1ere immatriculation;Num serie;Commentaires;Ptac;Ptr;Puissance fiscale;Genre;;;;;;
GT LOGISTICS.03;AIA;406451;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;01/06/2015;Achat neuf;BT;8FDF30;;;06/01/2016;8FDJF35-61102;;;;;;;;;;;
GT LOGISTICS.03;AIA;406452;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;06/01/2016;Achat neuf;BT;LWE160;;;06/01/2016;640208;;;;;;;;;;;
GT LOGISTICS.03;AIA;406726;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;27/07/2016;Achat neuf;BT;SWE080L;;;30/06/2016;6438025;;;;;;;;;;;
GT LOGISTICS.06;POULT;406765;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;24/08/2016;9119962;;;;;;;;;;;
GT LOGISTICS.06;POULT;406766;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;24/08/2016;9119963;;;;;;;;;;;
GT LOGISTICS.06;POULT;406767;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;24/08/2016;9119964;;;;;;;;;;;
GT LOGISTICS.06;POULT;406768;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;24/08/2016;9119965;;;;;;;;;;;
GT LOGISTICS.06;POULT;406769;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;25/08/2016;9119966;;;;;;;;;;;
GT LOGISTICS.06;POULT;406770;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;04/10/2016;Achat neuf;JUNGHEINRICH;EFG 216 K;GT LOGISTICS.06;;01/09/2016;FN524197;;;;;;;;;;;
GT LOGISTICS.06;POULT;406771;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;04/10/2016;Achat neuf;JUNGHEINRICH;ERE 225;GT LOGISTICS.06;;30/07/2016;9815771;;;;;;;;;;;
GT LOGISTICS.06;POULT;406772;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;04/10/2016;Achat neuf;JUNGHEINRICH;ERE 225;GT LOGISTICS.06;;03/09/2016;98154609;;;;;;;;;;;
GT LOGISTICS.06;POULT;406773;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;04/10/2016;Achat neuf;JUNGHEINRICH;ERE 225;GT LOGISTICS.06;;03/09/2016;98151772;;;;;;;;;;;
GT LOGISTICS.06;POULT;406774;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;04/10/2016;Achat neuf;JUNGHEINRICH;ERE 225;GT LOGISTICS.06;;03/09/2016;98154612;;;;;;;;;;;
GT LOGISTICS.06;POULT;406775;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;04/10/2016;Achat neuf;JUNGHEINRICH;ERC 212;GT LOGISTICS.06;;03/08/2016;90504260;;;;;;;;;;;
GT LOGISTICS.06;POULT;406776;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;04/10/2016;Achat neuf;JUNGHEINRICH;ERC 212;GT LOGISTICS.06;;03/08/2016;90504261;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;406781;CHARIOT FRONTAL;CHARIOT ELEVATEUR 9T<à<16T;;28/07/2016;Achat neuf;HYSTER;H14XM-6;GT LOGISTICS.01;;01/07/2016;K019E01610P;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;406794;ENGIN BTP;CHARIOT TELESCOPIQUE;;12/10/2016;Achat neuf;JCB;531-70;GT LOGISTICS;;01/01/2006;JCB5AA7GK2463028;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;406795;ENGIN BTP;CHARIOT TELESCOPIQUE;;12/10/2016;Achat neuf;JCB;531-70;GT LOGISTICS;;01/01/2015;JCB5AA7GK2465078;;;;;;;;;;;
GT LOGISTICS.01;EUTHANASIE VOLAILLES;406818;ENGIN BTP;CHARIOT TELESCOPIQUE;;17/10/2016;Achat neuf;MANITOU;TMT 2525;GT LOGISTICS.01;;17/10/2016;972757;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;407265;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;26/06/2017;Achat neuf;YALE;GDP50VX;VIVIER;;01/06/2017;K813B02270R;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;407444;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;03/11/2017;Achat neuf;JUNGHEINRICH;ETV 214;PROMOCAF;;03/11/2017;91121907;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;407445;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;03/11/2017;Achat neuf;JUNGHEINRICH;ETV 214;PROMOCAF;;03/11/2017;91121908;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;407446;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;03/11/2017;Achat neuf;JUNGHEINRICH;ETV 214;PROMOCAF;;03/11/2017;91121909;;;;;;;;;;;
GT LOGISTICS.04;TRIMET;407449;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;11/08/2017;Achat occasion;FENWICK;L12;GT LOGISTICS.04;;01/01/2017;F21172H02916;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;407478;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;28/11/2017;Achat neuf;JUNGHEINRICH;ERE 225;PROMOCAF;;28/11/2017;C181057381;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;407479;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;28/11/2017;Achat neuf;JUNGHEINRICH;ERE 225;PROMOCAF;;28/11/2017;C181057382;;;;;;;;;;;
GT LOGISTICS.06;POULT;407650;ENGIN MAGASINAGE;AUTO PALET MOVER;;03/11/2017;Achat neuf;JUNGHEINRICH;ERE 225 APM;GT LOGISTICS.06;;03/11/2017;91606109;;;;;;;;;;;
GT LOGISTICS.06;POULT;407651;ENGIN MAGASINAGE;AUTO PALET MOVER;;03/11/2017;Achat neuf;JUNGHEINRICH;ERE 225 APM;GT LOGISTICS.06;;03/11/2017;91606110;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;407817;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;6;20/02/2018;Achat neuf;HYSTER;H6.0;GT LOGISTICS.01;;01/01/2017;L006E01643R;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407899;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;17/05/2018;Achat neuf;TOYOTA;8FBE15T;;;01/04/2018;8FBE15T-13377;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407900;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;12/06/2018;Achat neuf;TOYOTA;RRE140H;;;01/06/2018;6589936;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407901;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;12/06/2018;Achat neuf;TOYOTA;RRE140H;;;02/06/2018;6589938;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407902;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;12/06/2018;Achat neuf;TOYOTA;RRE140H;;;03/06/2018;6589937;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407903;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;17/05/2018;Achat neuf;TOYOTA;OSE250;;;01/04/2018;6582941;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407904;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;17/05/2018;Achat neuf;TOYOTA;OSE250;;;01/04/2018;6582942;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407905;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;17/05/2018;Achat neuf;TOYOTA;OSE250;;;01/04/2018;6582940;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407906;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;17/05/2018;Achat neuf;TOYOTA;OSE100;;;01/04/2018;6582939;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407907;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;17/05/2018;Achat neuf;TOYOTA;OSE100;;;01/04/2018;6582938;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407908;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;18/06/2018;Achat neuf;TOYOTA;SPE200DN;;;01/04/2018;6589927;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;407926;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;14/06/2018;Achat neuf;FENWICK;E50HL-1/600;GT LOGISTICS.01;;01/01/2018;H2X388J00635;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;407927;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;14/06/2018;Achat neuf;FENWICK;E50HL-1/600;GT LOGISTICS.01;;01/01/2018;H2X388J00628;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;407928;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;14/06/2018;Achat neuf;FENWICK;E50HL-1/600;GT LOGISTICS.01;;01/01/2018;H2X388J00655;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;407929;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;14/06/2018;Achat neuf;FENWICK;E50HL-1/600;GT LOGISTICS.01;;01/01/2018;H2X388J00634;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;407930;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;14/06/2018;Achat neuf;FENWICK;E50HL-1/600;GT LOGISTICS.01;;01/01/2018;H2X388J00631;;;;;;;;;;;
GT LOGISTICS.02;Cadeaux naissance;427727;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/04/2014;Location longue durée;JUNGHEINRICH;EJE 116;JUNGHEINRICH.;;01/03/2012;98059350;;;;;;;;;;;
GT LOGISTICS.01;CEA Cesta;484576;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;01/05/2010;Achat occasion;FENWICK;E10;GT LOGISTICS.01;;01/05/2010;F2X334L00017;;;;;;;;;;;
GT LOGISTICS.01;CEA Cesta;484577;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;01/05/2010;Achat occasion;FENWICK;E25;GT LOGISTICS.01;;01/05/2010;G1X336R01231;;;;;;;;;;;
GT LOGISTICS.04;TRIMET;484578;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;2,5;01/05/2010;Achat occasion;FENWICK;H25D;FRANCETRUCK;;01/05/2010;H2X392S01357;;;;;;;;;;;
GT LOGISTICS.02;Cadeaux naissance;484605;ENGIN DIVERS;LAVEUSE;;01/07/2010;Achat occasion;DULEVO;H507;GT LOGISTICS;;01/07/2010;H507000766;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;484638;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;18/08/2011;Achat occasion;STILL;R50;GT LOGISTICS.01;;18/08/2011;50240586;;;;;;;;;;;
GT LOGISTICS.04;TRIMET;484923;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;08/04/2011;Achat occasion;FENWICK;L14;FRANCETRUCK;;17/02/2008;W4X372W03247;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;485329;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;28/02/2013;Achat occasion;STILL;A RENSEIGNER;GT LOGISTICS.01;;02/01/2008;5162110207021;;;;;;;;;;;
GT LOGISTICS.04;BLUE STAR;485694;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;13/02/2014;Achat occasion;HYSTER;H3.50FT;FRANCETRUCK;;13/02/2014;L177B09721D;Récup GTX04-BSS en attente HACENE;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;486212;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;2,5;01/04/2015;Achat occasion;FENWICK;H25T;GT LOGISTICS;;01/04/2015;H2X392B00677;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;486356;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;2,5;06/10/2015;Achat occasion;FENWICK;H25T;GT LOGISTICS;;06/10/2015;H2X392W00562;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;486358;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;2,5;17/12/2015;Achat occasion;FENWICK;H25T;GT LOGISTICS;;17/12/2015;H2X392U00501;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;486359;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;2,5;07/05/2015;Achat occasion;FENWICK;H25T;GT LOGISTICS;;07/05/2015;H2X392C02217;;;;;;;;;;;
GT LOGISTICS.03;AIA;486448;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/06/2015;Achat occasion;BT;RRE140;;;01/06/2015;6120387;;;;;;;;;;;
GT LOGISTICS.03;GRT Gaz;486517;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;24/12/2015;Achat occasion;FENWICK;E50;;;01/03/2012;H2X388C0052;;;;;;;;;;;
GT LOGISTICS.03;GRT Gaz;486518;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;24/12/2015;Achat occasion;FENWICK;R16S;;;01/04/2012;H2X115C00677;;;;;;;;;;;
GT LOGISTICS.03;GRT Gaz;486519;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;24/12/2015;Achat occasion;FENWICK;R16S;;;10/03/2012;H2X115C00336;;;;;;;;;;;
GT LOGISTICS.03;GRT Gaz;486520;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;24/12/2015;Achat occasion;FENWICK;N20L;;;01/04/2012;W4X132C00667;;;;;;;;;;;
GT LOGISTICS.03;GRT Gaz;486521;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;24/12/2015;Achat occasion;FENWICK;N20L;;;01/04/2012;W4X132C00669;;;;;;;;;;;
GT LOGISTICS.03;GRT Gaz;486522;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;24/12/2015;Achat occasion;FENWICK;T20SP;;;19/03/2012;W4X131C01460;;;;;;;;;;;
GT LOGISTICS.03;GRT Gaz;486523;CHARIOT FRONTAL;CHARIOT ELEVATEUR >16T;;15/03/2016;Achat occasion;FENWICK;E16C;;;01/04/2007;H2X386U03760;;;;;;;;;;;
GT LOGISTICS.03;GRT Gaz;486524;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;;15/03/2016;Achat occasion;FENWICK;L12;;;01/04/2011;711172B07615;;;;;;;;;;;
GT LOGISTICS.03;GRT Gaz;486525;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;15/03/2016;Achat occasion;FENWICK;T20SP;;;01/04/2008;W4X131W02589;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;486537;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;;13/01/2016;Achat occasion;FENWICK;T16;GT LOGISTICS.06;;01/10/2015;W4X360S03515;;;;;;;;;;;
GT LOGISTICS.03;CEA GRENOBLE;486645;CHARIOT FRONTAL;CHARIOT ELEVATEUR >16T;;15/04/2016;Achat occasion;FENWICK;E16;;;15/04/2016;H2X386A00412;;;;;;;;;;;
GT LOGISTICS.03;CEA GRENOBLE;486646;CHARIOT FRONTAL;CHARIOT ELEVATEUR >16T;;15/04/2016;Achat occasion;FENWICK;E20;;;15/04/2016;a renseigner;;;;;;;;;;;
GT LOGISTICS.02;Cadeaux naissance;486747;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;23/09/2016;Achat occasion;YALE;MS 10 E;GT LOGISTICS;;23/09/2016;B845T01818J;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;486764;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;;04/10/2016;Achat occasion;FENWICK;T18;GT LOGISTICS;;01/10/2006;W41152B05263;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;486793;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;04/12/2013;Achat occasion;YALE;MC 12;GT LOGISTICS;;01/10/2008;B8660T00004F;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;486891;ENGIN BTP;CHARGEUSE;;02/11/2016;Achat occasion;BOBCAT;S70;GT LOGISTICS;;02/01/2014;B38W11205;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;486992;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;05/12/2016;Achat occasion;FENWICK;T16;GT LOGISTICS;;05/12/2016;W41152E10068;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;487267;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;22/05/2017;Achat occasion;FENWICK;E16L;GT LOGISTICS;;01/01/2010;H2X386Z01753;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;487486;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;13/11/2017;Achat occasion;BT;LWE180;GT LOGISTICS;;01/12/2012;6201618;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;487659;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;18/12/2014;Location longue durée;FENWICK;H50D;GT LOGISTICS.01;;30/11/2014;H2X394E02903;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;487660;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;18/12/2014;Location longue durée;FENWICK;H50D;GT LOGISTICS.01;;30/11/2014;H2X394E02833;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;487661;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;18/12/2014;Location longue durée;FENWICK;H50D;GT LOGISTICS.01;;30/11/2014;H2X394E02879;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;487810;ENGIN BTP;MINI-PELLE;;23/02/2018;Achat occasion;IHI;8CNX3;SPRL THIRY;;01/01/2007;WK001331;;;;;;;;;;;
GT LOGISTICS.03;LIDL;487939;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;18/09/2018;Achat occasion;FENWICK;T18;FRANCETRUCK;;12/11/2007;W4X36OU00362;Récup GTX04-BSS;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;487940;CHARIOT FRONTAL;CHARIOT ELEVATEUR 9T<à<16T;;12/09/2018;Achat occasion;HYSTER;CHARIOT;GT LOGISTICS.01;;04/04/2013;R005B02262K;Récup immo GTX01Emin;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;487941;CHARIOT FRONTAL;CHARIOT ELEVATEUR 9T<à<16T;;12/09/2018;Achat occasion;HYSTER;CHARIOT;GT LOGISTICS.01;;04/04/2013;R005B02328L;Récup immo GTX01Emin;;;;;;;;;;
GT LOGISTICS.03;AIA;487942;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;2,980;10/09/2018;Achat occasion;TOYOTA;7FBMF30;;;01/01/2011;7FBMF35-15344;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;490307;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;01/10/2006;Location longue durée;FENWICK;E14;DIVERS ;;01/10/2006;H2X335NO3717;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;490308;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/10/2006;Location longue durée;FENWICK;R14;DIVERS ;;01/10/2006;G1X115NO1883;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;495031;CHARIOT FRONTAL;CHARIOT ELEVATEUR >16T;;15/09/2011;Location longue durée;KALMAR;A RENSEIGNER;JEAN BART LOCATION;;15/09/2011;T34118-004;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;495032;CHARIOT FRONTAL;CHARIOT ELEVATEUR 9T<à<16T;;15/09/2011;Location longue durée;KALMAR;A RENSEIGNER;JEAN BART LOCATION;;15/09/2011;T33105-1925;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;495033;CHARIOT FRONTAL;CHARIOT ELEVATEUR 9T<à<16T;;15/09/2011;Location longue durée;KALMAR;A RENSEIGNER;JEAN BART LOCATION;;15/09/2011;T33105-1765;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495244;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;18/09/2012;Location longue durée;BT;LPE240 LONGUES FOURCHES;TOYOTA MATERIAL HANDLING;;18/09/2012;6219393;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495245;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;18/09/2012;Location longue durée;BT;LPE240 LONGUES FOURCHES;TOYOTA MATERIAL HANDLING;;18/09/2012;6219394;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495310;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;18/02/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;18/02/2013;6240086;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;495342;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/07/2014;Location longue durée;FENWICK;R14;FENWICK LEASE;;01/07/2014;G1X115R01273;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;495343;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/07/2014;Location longue durée;FENWICK;R20;FENWICK LEASE;;01/07/2014;G1X115R01290;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;495344;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/01/2013;Location longue durée;CROWN;ESR 4500;APROLIS FINANCE;;01/01/2013;5A208114;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;495345;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/07/2014;Location longue durée;FENWICK;H80D;FENWICK LEASE;;01/07/2014;E1X353R00884;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;495346;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/07/2014;Location longue durée;FENWICK;H136;FENWICK LEASE;;01/07/2014;354J011006136;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;495347;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;01/01/2013;Location longue durée;CATERPILLAR;EP40;APROLIS FINANCE;;01/01/2013;FN377534;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;495348;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;;01/01/2013;Location longue durée;OMG;330BE;APROLIS FINANCE;;01/01/2013;025195;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;495417;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/07/2014;Location longue durée;FENWICK;E20;FENWICK LEASE;;01/07/2014;H2X335P05389;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495469;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;06/08/2013;Location longue durée;BT;OSE250;TOYOTA MATERIAL HANDLING;;06/08/2013;6265204/2013;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495470;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;06/08/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;06/08/2013;6265850/2013;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495471;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;06/08/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;06/08/2013;6266273/2013;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495473;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;06/08/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;06/08/2013;6265377/2013;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495494;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;10/09/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/09/2013;6268410;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495495;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;10/09/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/09/2013;6268411;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495536;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/11/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;01/11/2013;6271227;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495537;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/11/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;01/11/2013;6271228;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495538;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/11/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/11/2013;6272496;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495539;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/11/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/11/2013;6272739;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495540;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/11/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/11/2013;6272740;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495541;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/11/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/11/2013;6272741;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495542;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100 BALEA;TOYOTA MATERIAL HANDLING;;01/12/2013;6278909;;;;;;;;;;;
