CODE ARTICLE CEA;REGULATOR PARTS AVEC 2 VIS;ADRESSE;QTY FINAL
LIT_B04;RING QUARTZ PLASMA SCREEN 300MM DPSI;BAT 41I03E1;0
LIT_C04;KIT, VAT VALVE SEAL DN100 ;BAT 41I03E1;1
LIT_E36;VIEWPORT SAPPHIRE;BAT 41I03E1;2
LIT_B14;LECTEUR CD-ROM (IDE) ;BAT 41I03E3;1
LIT_B08;MASSFLOW 50 SCCM HE (DIM NON STANDARD );BAT 41I03E4;2
LIT_B09;MASSFLOW GAS N2 FULL SCALE RANGE: 173-438 REF;BAT 41I03E4;1
LIT_B10;MASSFLOW MFC 50 SCCM HE JOINT VITON FC2901;BAT 41I03E4;1
LIT_B16;O-RING VITON 42,52 X 2,62 ;BAT 41I03E4;3
LIT_B17;O-RING SILLICONE ROUGE BUBLER QUARTZ ET SPOOL ;BAT 41I03E4;12
LIT_B18;JOINT DE CLAPET VANNE SILLICONE ROUGE 34,52X3;BAT 41I03E4;10
LIT_B19;VERIN LIFT PIN - VERIN PNEUMATIQUE MDC ABLM-1;BAT 41I03E4;3
LIT_B20;VERIN PNEUMATIQUE DOUBLE EFFET UDR 17 - 2 MB;BAT 41I03E4;12
LIT_B21;VERIN PNEUMATIQUE DOUBLE EFFET CN586;BAT 41I03E4;9
LIT_B22;VERIN PNEUMATIQUE;BAT 41I03E4;3
LIT_B23;QUARTZ (PICOTS);BAT 41I03E4;3
LIT_B25;JAUGE AIM-S-NW25;BAT 41I03E4;2
LIT_B27;BUBLER;BAT 41I03E4;1
LIT_B29;COUDE QUARTZ;BAT 41I03E4;1
LIT_B30;ECRAN TACTILE ;BAT 41I03E4;14
LIT_B31;SOURCE RF DPSII;BAT 41I03E4;3
LIT_D58;INTERNAL CERCLIP B03;BAT 41I03E4;1
LIT_D68;ELECTROVANNE COOLING POUR TURBO LEYBOLD MAG 2000;BAT 41I03E4;1
LIT_D69;JOINT PLAT PROTECTION HUBLOT;BAT 41I03E4;3
LIT_D70;AFFICHEUR;BAT 41I03E4;3
LIT_F36;VIDEO MONITOR;BAT 41I03F1;12
LIT_F38;CAMERA;BAT 41I03F1;1
LIT_F94;HC INLINE VALVE;BAT 41I03F1;1
LIT_A08;VENTILATEUR 24VDC 6X6X2.5;BAT 41I04A1;2
LIT_C07;RACCORD DIAM 04 MALE M5 ;BAT 41I04A1;2
LIT_D87;RACCORD DIAM 4 MALE 1/8 NPT ;BAT 41I04A1;1
POM_A40;MFC MILLI PORE FC 2901 4V 100SCCM N2;BAT 41I04A1;1
EMC_A102;O-RING KALREZ 9100 15.47MM X 3.53MM ;BAT 41I04B1;3
EMC_A103;RELAIS L/P NF 4E PCB ;BAT 41I04B1;4
EMC_P32;CORPS DE COUPLAGE, MONTAGE FILETÉ DROIT 1/4POUCE;BAT 41I04B1;2
LIT_A35;BARATRON PRESSURE SWITCH;BAT 41I04B1;2
LIT_B48;LOADLOCK O'RING;BAT 41I04B1;1
LIT_D90;O-RING ID. 278.99 MM-S3.53;BAT 41I04B1;34
TTH_E37;JOINT TORIQUE 351,21 X 4 NOIR (CORRESPOND AU;BAT 41I04B1;1
EMC_U05;JOINT;BAT 41I04C1;4
EMC_U60;SUPPORT HUBLOT;BAT 41I04C1;1
EMC_U49;THRUST COLLAR B03;BAT 41I04C2;1
EMC_H63;FLANGED BALL BEARING;BAT 41I04C3;10
EMC_H64;BEARING SPACER B03;BAT 41I04C3;10
KIT_045;CAN CLAMP SHIM;BAT 41I04D1;1
EMC_U50;SEAL RETAINER B03;BAT 41I04D2;2
EMC_U66;VENTILATEUR 12VDC 92*92*25 3 FILS ;BAT 41I04D2;50
EMC_T99;RONDELLE ( M5 INSULATING WASHER );BAT 41I04E1;1
EMC_U06;RONDELLE WASHER PLAIN M6;BAT 41I04E1;1
EMC_U46;VIS DE REGLAGE (BRAS CAROUSEL);BAT 41I04E1;2
EMC_U48;CAPACITOR SLIMLINE 65-850 PF;BAT 41I04E1;2
LIT_A65;CAPACITOR SLIMLINE 500PF;BAT 41I04E1;1
LIT_A73;CHAMBER INTERFACE PCB ASSY ;BAT 41I04E1;1
LIT_A76;BARATRON;BAT 41I04E1;3
LIT_A77;LINK ARM;BAT 41I04E1;3
LIT_B51;SPATULE CAROUSEL;BAT 41I04E1;2
LIT_B52;OMRON LASER RETROFIT KIT;BAT 41I04E1;2
LIT_B64;JAUGE PIRANI KF25 ;BAT 41I04E1;3
LIT_B91;MODIFIED O-RING CARRIER;BAT 41I04E1;3
LIT_D56;SOUFFLET DE VANNE;BAT 41I04E1;4
LIT_E98;TUBE KIT VM100;BAT 41I04E1;1
LIT_F40;SWITCH;BAT 41I04E1;0
LIT_F77;PK PK DC BIAS DETECTOR;BAT 41I04E1;1
MOT_V37;SEAL DOWTY N°625 ;BAT 41I04E2;3
EMC_C40;O SEAL MALE CONN1/4 IN ;BAT 41I04E4;0
EMC_C42;BARATRON 1 TORR;BAT 41I04E4;2
EMC_C89;PLAQUE MASFLOW;BAT 41I04E4;1
EMC_H98;ACCOUPLEMENT;BAT 41I04E4;1
EMC_U40;SUPPORT DN40;BAT 41I04E4;1
EMC_U41;VIEW PORT;BAT 41I04E4;6
EMC_U42;M5 X13 SOCKSET CAP VERTED NICKEL PLATED;BAT 41I04E4;6
EMC_U61;CAPDHEAD SCREW M6 X 20 MM;BAT 41I04E4;5
EMC_U67;VIS POUR CERAMIC ACCESS SERVICE PLATE;BAT 41I04E4;7
LIT_B56;FILTRE POUR CHILLER BETTATECH;BAT 41I04E4;2
LIT_B66;NUT - ECROU MOLETÉ ;BAT 41I04E4;1
LIT_C37;BAGUE POUR VIS TEFLON ;BAT 41I04E4;1
LIT_F93;RACK ELECTRONIQUE;BAT 41I04E4;1
VAN_003;CONTROLEUR TEMPERATURE WATLOW ANAFAZE CLS204;BAT 41I04E4;2
LIT_F46;SONDE DE TEMPERATURE LID;BAT 41I04F1;3
LIT_F47;SUPPORT FIBRE OPTIQUE LID;BAT 41I04F1;3
LIT_F49;ANNEAU DE CIRCULATION WALL ;BAT 41I04F2;10
LIT_F51;O RING 11.984 ID X 139 C/S;BAT 41I04F2;5
LIT_F52;O-RING 13.984ID X 0.139 (CHAMBRE);BAT 41I04F2;2
LIT_F53;CARTE INTERLOCK/NETWORK ;BAT 41I04F2;4
LIT_F54;ASSY SPINNER MOTOR;BAT 41I04F2;6
LIT_F55;PENDULUM;BAT 41I04F2;8
LIT_F56;ALIMENTATION MAGNETEC ;BAT 41I04F2;5
LIT_F97;STEPPING MOTOR 12 8872 053 PK243A1A SG18 0,95A;BAT 41I04F2;1
MET_B61;R-CH;BAT 41I04G1;17
LIT_F64;BOUCHON COVER, NUT, BOT GAS FD W/O SLOT LAM 9;BAT 41J01D1;0
EMC_I60;GASKET EMI (RECT CROSS SECTION);BAT 41J02B3;78
EMC_D65;RONDELLE TEFLON;BAT 41J02C1;9
EMC_AA4;RONDELLE TEFLON;BAT 41J02C2;3
EMC_AA2;RONDELLES VCR CALIBREE;BAT 41J02C3;14
LIT_F04;RONDELLES VCR CALIBREE;BAT 41J02D1;4
EMC_AB1;RONDELLE EPAISSE SPECIALE;BAT 41J02E1;1
EMC_AA8;SEAL BEARING;BAT 41J02F1;71
EMC_AA9;RONDELLES GROWER 5/16;BAT 41J02F2;6
EMC_AB0;VIS 4 PIN LIFTER ;BAT 41J02F2;10
EMC_AA1;LINER ROUND CHAMBER AL,ALLI,BSR ;BAT 41J03C1;30
EMC_AA6;LINER CHAMBER TRNSN MNFLD ADAPTOR ;BAT 41J03C2;2
MET_B60;LINER U CHAMBER, TRNSN MANF ;BAT 41J03G1;0
MET_B62;VIS SCR FL HD 1/4-20 KEL-F;BAT 41J03G1;1
MET_B63;DYNAMIC ALIGNMENT SENSOR BANNER HIGH SPEED;BAT 41J03G1;1
MET_B66;WDO SAPPHIRE 25 MM X .087;BAT 41J03G1;2
MET_B67;NOZ INJ 8 X .055-45DEG RDL-1CRT;BAT 41J03G1;0
MET_B69;CERAMIQUE 21 TROUS ;BAT 41J03G1;0
MET_B72;R, EDGE, NON LANDED, 8'' NOT, 96PTX ;BAT 41J03G1;1
MET_B73;KIYO RING EDGE BOT QUARTZ 200-300 ;BAT 41J03G1;0
MET_B74;PLATE WINDOW EOP ;BAT 41J03G1;3
MET_B75;PC ENDPOINT LAM VERSYS;BAT 41J03G1;0
MET_B76;GSKT EMI RECT.C/S ;BAT 41J03G1;0
MET_B77;O-RING,VITON,14.984IDX ;BAT 41J03G1;0
MET_B78;O-RING 8-3/4 ID X 1/ ;BAT 41K01A2;5
MET_B81;VIS;BAT 41K01F2;2
LIT_C24;VIS;BAT 41K01G1;2
MET_B05;RING GROUND CHBR BSR ( LAM MEMS1 ET LAM 9600B);BAT 41K01G1;1
MET_B82;APERTURE MOLY ;BAT 41K01G2;1
MET_B83;SONDE ;BAT 41K01K1;0
MET_B85;CAPTEUR HOME POUR FIXTURE ;BAT 41K01K2;3
AMP_F31;JNT PORTE ;BAT 41K01N1;3
MET_A49;RING CLAMP UPPER 200MM STD ;BAT 41K01O1;2
ELEC_K93;MICROSWITCH 6A 250V ;BAT 41K01O2;2
EMC_AA7;INSUL,ESC,9600XX ;BAT 41K02L1;3
EMC_AA5;R YNIFTU CYT-OYT 220MM ;BAT 41K02L2;8
EMC_C46;TÊTE COMPLÈTE - CONTOUR METAL ;BAT 41K02M1;1042
CON_V10;TÊTE COMPLÈTE - CONTOUR METAL  A REFAIRE;BAT 41K02N2;22
EMC_AA0;ECRAN TACTILE ELO ET1515L-7CWA-1-G  E849124;BAT 41K02O1;6
EMC_C44;DISQUE DUR IBM 4.5GB ;BAT 41K02O2;1011
EMC_AA3;VANNE EQUERRE VAT DN40;BAT 41K02P1;53
TTH_J69;QUADRANT CLAMP SECTOR ( EPS ASSY ) ;BAT 41K04A1;8
TTH_J70;PRESSURE SENSOR;BAT 41K04A2;2024
TTH_J71;PRESSURE SENSOR CONTROLLER;BAT 41K04B1;8
LIT_F98;HUBLOTS DN 40;BAT 41L04E1;1
TTH_H48;M4X12 CSK ALI VENT SLOT;BAT 41L06D1;0
MET_B20;O-RING FOR CATHODE ;BAT 41L06E1;4
MET_B25;GATE VALVE O-RING KIT ;BAT 41L06E1;1
DEP_M49;COFFRET VAT SÉRIE 65 ;BAT 41L07A1;1
DEP_M51;JOINT ;BAT 41L07A1;2
DEP_M55;JOINT POUR PUIS DE POMPAGE (75.57MM X 5.33MM) ;BAT 41L07A1;4
DEP_M56;O RING FLUOROCARBON FR10/80 ;BAT 41L07A1;4
DEP_M59;O RING 279 K8575 ;BAT 41L07A1;1
DEP_M60;O RING 389 K8575 ;BAT 41L07A1;1
DEP_M61;O RING 326 K8575 ;BAT 41L07A1;1
DEP_D38;O RING 275 K8575 ;BAT 41L07D1;10
DEP_M42;O RING 171 K8575 ;BAT 41L07D1;2
DEP_M43;O RING 272 K8575 ;BAT 41L07D1;2
DEP_M72;O-RING 281  K8575;BAT 41L07D1;4
DEP_M81;O-RING KALREZ INNER CLAMPING 142.47 X 3.53 MM K255;BAT 41L07D1;1
EMT_D18;O-RING KALREZ OUTER CLAMP RING 280.00 X 2.62 MM;BAT 41M01A3;2
EMT_G80;O-RING KALREZ OUTER CERAMIC BAS 266.29 X 3.53 MM;BAT 41M01A4;1
EMT_G85;O-RING KALREZ INNER CERAMIC BAS 158.34 X 3.53 MM;BAT 41M01A4;5
EMT_H15;O-RING KALREZ SOURCE BODY LOWER RING 346.00 X 3.5;BAT 41M01A4;1
EMT_J70;O-RING KALREZ CENTRAL VIEWPORT ASSY 34.52 X 3.53MM;BAT 41M01B1;2
MEC_F93A;O-RING KALREZ CENTRAL VIEWPORT ASSY 26.57 X 3.53;BAT 41M01B1;1
EMT_N71;O-RING KALREZ NW 10 15 X 5 MM;BAT 41M01B2;4
MET_A88;EPS FINGER 200MM TDESC ;BAT 41M01B2;1
EMC_B80;VIS M5 X 10 IUNNEL;BAT 41M01B3;1
EMT_A04;VIS M4 X 6 SANS TETE;BAT 41M01B3;2
EMT_Z75;VIS EPS ( SKT HD CAP M4 X 12 ) ;BAT 41M01B3;1
LIT_C18;PLATEN SHIELD;BAT 41M01B3;1
VEN_V08;INSULATED NW16 C-CLAMP ;BAT 41M01B3;2
MET_B92;CACHE VIS EPS EN TÉFLON ( SCREW SHIELD CAP M4 ) ;BAT 41M01C1;3
VEN_V22;OUTER CERAMIC;BAT 41M01E2;2
MET_A66;EPS RING;BAT 41M02C1;1
MET_A07;CHUCK;BAT 41M02C2;1
MET_B86;GENERATEUR RF BIAS PARAMOUNT 1513;BAT 41M03B1;0
LIT_D66;CLAMP RING ;BAT 41M04D1;3
LIT_D89;UPPER SHIELD ;BAT 41M04D1;2
DEP_P75;INSULATOR;BAT 41N01E1;1
DEP_P79;"COVER RING 8 TI 101""";BAT 41N01E1;1
DEP_P80;BELLOWS OD400MM;BAT 41N01E1;3
QUARTZ  DSQ;CLAMP (PM3) ;BAT 41N02A1;0
DEP_H98;JOINT CAVITY PM2;BAT 41N02D1;1
AMA_006;QUARTZ WAFER SUPPORT (PM2) ;BAT 41N02G1;1
AMA_007;QUARTZ COVER PM2 ;BAT 41N02G1;1
DEP_P74;SHIELD LOWER 8 IN. DURA TTN SST;BAT 41N02G1;1
TTH_E45;SUSCEPTOR, 400µM PINS, USED ;BAT 41O01A1;2
LMP_K11;SHEATH THERMOCOUPLE, L=787 MM ;BAT 41O01B1;8
TTH_D83;TUNGSTEN LIFT PIM ;BAT 41O01E1;2
TTH_I76;LIFTING PIN BUTTON - SIC COATED ;BAT 41O01E1;30
TTH_K00;LIFT PIN SLEEVE BEARING ;BAT 41O01E1;4
TTH_K01;DRIVE DOG ;BAT 41O01E1;2
TTH_K03;SHEATH THERMOCOUPLE L=100 MM ;BAT 41O01E1;1
POM_A37;FERRULE 1/16¨ FRONT NYL;BAT 41O02A1;7
TTH_D02;FERRULE 1/16¨ BACK NYL;BAT 41O02E1;1
TTH_D35;FLANGED BUSH TOP DEP SHIELD;BAT 41O02E1;4
TTH_H99;FLGD BUSH BTM 3MM C'BORE DEP SHEILD;BAT 41O02F1;0
TTH_I99;DISC QUARTZ 12X4.5 SMALL;BAT 41O02F1;8
TTH_K21;ASSY BEARING HOUSING INSULATED;BAT 41O02F1;8
TTH_K15;O-RING*405.26X3.53*EPDM70*BLACK;BAT 41O03C1;2
EMT_Z85;SPRING RING ASSY ;BAT 41O03D1;6
RAC_V89;ORING BS283EP70 ;BAT 41O03E1;7
VAN_V17;SHAFT, CONN ROD, DEP. SHIELD ;BAT 41O03E1;5
VAN_V04;BALL BEARING (FOUR POINT CONTACT);BAT 41O03E2;0
MEC_V27;HEATER CLAMP ;BAT 41O03E4;1
TTH_H09;QUARTZ DISC SPACER ;BAT 41O03F1;0
GRV_L87;RONDELLES 3880-01006;BAT 41P01F1;1
GRV_L88;VENTED SCREW 8-32 VENTED FLAT HEAD;BAT 41P01F2;4
GRV_L89;GASLINE FLEXLINE;BAT 41P01F2;3
GRV_L90;HEATER PLATE MOW CH4;BAT 41P01F2;2
GRV_L91;ALU FLUX OPTIMISER POUR AMBER CU;BAT 41P01F2;12
GRV_L92;COVER RING POUR AMBER CU;BAT 41P01F2;4
GRV_L93;DEPOSITION RING POUR AMBER CU;BAT 41P01F2;9
GRV_L94;CABLE ASSY INTLK DRIVER PVD 300 AMBER CU;BAT 41P01H1;17
JNT_R08A;ORING ID 1.299 CSD .103 CZ SC513 80 DURO;BAT 41P01I4;3
GRV_L62;SCREW AL 8-32 X 1/2L VENTED BLOCKER PRODUCER G-GT;BAT 41P02D2;2
GRV_L63;PIN-RING SUPPORT SQ CHAMBER ,150 LG;BAT 41P02D2;2
GRV_L60;STUD VERTICAL AXIS ADJUSTER ISM PROD;BAT 41P02E1;1
GRV_L65;VCR GASCKETS  (SS-8-VCR-2-GR);BAT 41P02E2;1
GRV_L72;O-RING 283 FR 10/80;BAT 41P02G1;3
GRV_L75;VIS DPS LINER CATHODE;BAT 41P02G1;1
GRV_L77;O-RING2-380/75D WHT-FLUOROCARBON;BAT 41P02G1;1
GRV_M04;O-RING 6.07*1.78 FFKM 75 BLANC;BAT 41P02H1;1
GRV_L99;ORING 2-320/75D WHT-VITON;BAT 41P02H2;5
GRV_M01;KIT O-RING PROCESS CH SHORT FLNG INJ;BAT 41P02H2;2
GRV_M03;VCR 1/2 SS AVEC CLIP;BAT 41P02H2;22
GRV_L97;JOINT TORIQUE  215,49 X 3,53  V747- 75;BAT 41P02I2;3
GRV_L95;JOINT METTALIQUE GAZ PANEL;BAT 41P02I3;1
GRV_L96;ORING ID 1.112 CSD .103 VITON 75DURO BLK;BAT 41P02I4;18
GRV_M05;ORING 2.112 X 103 2037 KALREZ;BAT 41P02J1;2
GRV_M06;ORING ID .234CSD .139FFKM (CHEMRAZ 513);BAT 41P02J1;8
GRV_M07;O-RING VITON ID ,299 CSD ,103 ;BAT 41P02J1;37
GRV_M11;JOINT;BAT 41P02J3;2
GRV_M30;JOINT TORIQUE  ID  0,468  CSD  0,078  VITON;BAT 41P02J3;1
GRV_M18;O-RING 281 V71;BAT 41P02J4;6
GRV_M22;O-RING 475.0 ID X 4.0 FR10/80 ;BAT 41P02O1;1
GRV_L66;KIT REBUILT COLD CATHODE SENSOR KF25;BAT 41P02P2;2
GRV_L68;SH THERMAL GASKET REVB ;BAT 41P02P2;1
DEP_P65;O-RING 227 CHEMRAZ 655 ;BAT 41P03A;2
DEP_P67;O-RING 109  V75;BAT 41P03B1;2
DEP_P69;ORING ID 11.484 CSD .139 VITON 75 DURO BLK;BAT 41P03C1;1
DEP_P70;ORING ID 2.859 CSD .139 CZ SC513 80 DURO WHI;BAT 41P03C1;1
EMC_P47;O-RING 2-382/75D WHT-FLUOROCARBON;BAT 41P03C2;2
EMT_475;JOINT TORIQUE  ID 12,984  CSD 0,139   VITON;BAT 41P04P1;4
EMT_C54;JOINT TORIQUE   ID    14,984    CSD  0,139;BAT 41Q00A1;1
EMT_C54R;O-RING .234 X 139 4079 KALREZ;BAT 41Q00A1;3
AMP_V16;ORING;BAT 41Q00B2;8
EMC_J01;ORING ID .426 CSD .070 CHEMRAZ 80  DURO ;BAT 41Q00B3;11
GRV_C102;ORING ID 1.975 CSD .210 4079 KALREZ;BAT 41Q00C3;3
JNT_K25;RONDELLES 3880-01218;BAT 41Q00C3;27
JNT_K34;JOINT TORIQUE  3700-01035;BAT 41Q00C3;23
JNT_Z55;THROTTLE VALVE;BAT 41Q00C3;6
PRO_K22;THROTTLE VALVE MKS 653B-2-50-1;BAT 41Q00D3;2
GRV_J57;BARATRON 100T;BAT 41Q01B1;0
PRO_Q28;ASSY TC FRONT/SIDE;BAT 41Q01B1;1
EMT_965;C3M TURBO PORT SHIELD;BAT 41Q01C3;0
VIS_X11;LIFT PIN METAL 85MM LONG ;BAT 41Q01C3;0
VIS_X12;LIFT PIN METAL 85MM LONG RECONDITIONNEE;BAT 41Q01C3;0
JNT_X48;TARGET WEARSTRIP;BAT 41Q01D2;1
ELEC_Y03;300MM MODULE, S/H GASKET ;BAT 41Q01E1;0
EMC_A100;C3M 300 MKII CHAMBER SHIELD ;BAT 41Q01E1;0
VIS_159;LOOM PLATEN HEATERS ( COMPATIBLE VERSALIS );BAT 41Q01E1;10
VIS_162;MINI VACUUM SWITCH 10 TORR;BAT 41Q01E1;6
VIS_163;MFC N2 2000 SCCM DNET ;BAT 41Q01E1;10
VIS_164;M3X10 TX PAN VENTED 0.8MM ;BAT 41Q01E1;20
VIS_165;LOOM DC COIL (25MM/15M);BAT 41Q01E1;10
VIS_166;KIT SPTS VERSALIS TTN 300;BAT 41Q01E1;10
VIS_167;FILTRE MINI ULTRAMET L MEDIA INOX 316L ;BAT 41Q01E1;10
VIS_168;SHUTTER BLADE;BAT 41Q01E1;11
VIS_169;PEDESTAL;BAT 41Q01E1;12
VIS_170;O RING 2-129/70D NITRIE;BAT 41Q01E1;21
VIS_171;VANNE ÉQUERRE DN 40 DE LA CHBRE PULSAR;BAT 41Q01E1;18
VIS_172;C3M 300 MKII LOAD SLOT SHIELD RECONDITIONNEE;BAT 41Q01E1;7
VIS_177;SHOWERHEAD 2 GAS INLET ELBOW NETTOYEE;BAT 41Q01E1;13
EMC_B39N;SHOWERHEAD INSULATOR OUTER;BAT 41Q01H1;0
EMC_B40W;BAFFLE PLATE 2.5/2.5 MOCVD;BAT 41Q01H1;0
GRV_J81;BAFFLE PLATE 2.5/2.5 MOCVD;BAT 41Q01H1;0
EMT_J82;C3M PLATEN WAFER ADAPTOR ;BAT 41Q02A1;1
VEN_V28;C3M PUMP GALLERY ;BAT 41Q02B3;1
EMT_369;C3M WAFER PIN GUIDE RECONDITIONNEE;BAT 41Q02C1;1
JNT_I97A;REV B SHOWERHEAD INSULATOR ;BAT 41Q02D2;12
JNT_K32A;M3X16 VENTED PAN HD TORX ;BAT 41Q02D2;4
JNT_K35G;SHIELD 15CM RF;BAT 41Q02D2;8
JNT_Q66A;GASKLEEN V SERIES PRECONDITIO;BAT 41Q02D2;5
JNT_Q68G;MINI VACCUM XWITCH 650TR;BAT 41Q02D2;5
JNT_V40;TEACHINGWAFER ETW300-SI;BAT 41Q02D2;2
JNT_V45G;SHOWER NITRURE CVD;BAT 41Q02D2;5
JNT_X34;SOURCE LIQUIDE VIDE;BAT 41Q02D2;4
JNT_X38;CANISTER VIDE NETTOYE TESTE;BAT 41Q02D2;9
JNT_X39;BOITE D'ACCORDS RF    P5000 RF MATCH;BAT 41Q02D2;10
EMT_W03;ASSY TC HEATER 200 MM TECTRA TI/TIN;BAT 41Q02E1;29
VIS_089;PIN WAFER LIFT 200MM BW;BAT 41Q02E1;12
VIS_098;TERMINAL BUSHING BWCVD;BAT 41Q02E1;6
VIS_099;VANNES 4 VOIES;BAT 41Q02E1;10
GRV_M23;JOINT TEFLON BLANC POUR CVG;BAT 41Q02E2;2
GRV_M24;BLOCKER PLATE;BAT 41Q02E2;1
GRV_M25;OUTIL DE CALIBRATION ALUMINIUM P5000;BAT 41Q02E2;1
GRV_M26;TEFLON CVG P5000;BAT 41Q02E2;1
GRV_M29;MFC N2 100 SCCM ;BAT 41Q02E2;0
CLD_K01;MFC N2 5 SLM ;BAT 41Q03A1;2
GRV_I99;HEATER LAMP DRIVER;BAT 41Q05A1;1
VEN_W04;CABLES INFORMATIQUES P2 P1 10-28-00;BAT 41Q05B1;2
GRV_I96;ROULEMENTS A BILLES;BAT 41Q05D1;1
GRV_I98;LEAF, SPRING, SLIT VALVE;BAT 41Q05D1;1
GRV_M08;SHUNT EMO 4 PILES;BAT 41Q06B1;1
GRV_M09;ASSY SWITCH CASSETTE HANDLER;BAT 41Q06B1;1
VIS_079;ELEMENT MECANIQUE;BAT 41Q06E2;4
EMC_L105;ELEMENT MECANIQUE;BAT 41Q06E3;3
GRV_B83;PRISES;BAT 41Q07E3;3
GRV_K07;PUMPING PLATE CERAMIC 6 POUCES;BAT 41Q08D1;0
GRV_K07N;THERMOCOUPLE MALE;BAT 41Q08D1;0
GRV_J10;THERMOCOUPLE;BAT 41Q08E1;2
GRV_J43;THERMOCOUPLE RACCORD FEMELLE;BAT 41Q08E1;4
EMC_R39;THERMOCOUPLES;BAT 41Q09C1;0
MSFLW_K12R;EMBOUT THERMOCOUPLES TYPE K;BAT 41Q09C3;0
MSFLW_K14;TETES DE THERMOCOUPLES;BAT 41Q09C3;0
MSFLW_V16;TETES DE THERMOCOUPLES;BAT 41Q09C3;1
JNT_475;RALONGE SUB D15 FEMELLE-FEMELLE;BAT 41Q09D1;11
JNT_L35;CABLES INFORMATIQUES;BAT 41R00A1;29
JNT_L57;CABLES ELECTRIQUES;BAT 41R00A1;37
CLD_018;ELEMENT PLASTIQUE;BAT 41R00B1;1
CLD_019;KIT TEFLON CASSETTE HANDLER;BAT 41R00B1;3
CLD_020;RELAIS 120 AC ;BAT 41R00B1;1
CLD_V03;ASSY ISO + THROTTLE WXZCVD;BAT 41R00B1;4
EMT_341;BELLOW HEATER;BAT 41R00B1;7
JAU_Q05;CONTACTOR, 3P, 3PH, 40A, 600V, COMPLETE WITH 24V COIL;BAT 41R00C2;0
EMT_339R;"COVER PLATE 8 """" CHBRE DXZ PATTERNED CENT 5200""""";BAT 41R00E1;1
EMT_340;VENTILATEUR FAN POUR HEATER CHBRE B;BAT 41R00E1;1
GRV_F22;PIN LIFT HEATER P5000B / CENT 5200E;BAT 41R00E1;1
GRV_L78;SUSCEPTOR R3 ROTATION NO CENTER EPI2;BAT 41R01F1;1
CRC_V17;MANIFOLD OUTPUT DXZ CHAMBER;BAT 41R02A1;0
EMC_M10;PERFORED PLATE 200MM W;BAT 41R02A1;1
EMC_M93;ISOLATOR CERAMIC;BAT 41R02A1;0
EMT_K20;HEATER BASE (CHAMBRE DXZ);BAT 41R02A1;0
EMT_K21;CORDON CHAUFFANT LIGNE DE GAZ 120V ;BAT 41R02A1;0
EMT_K22;MOTOR STEPPER DRIVER 5P ;BAT 41R02A1;0
GRV_B56;ORING ID:1.600 CSD:0.21 DURO WHITE ;BAT 41R02A1;3
GRV_B64;KIT RF PLUG DXZ;BAT 41R02A1;1
GRV_B78;MOTOR DXZ LIFT HEATER;BAT 41R02A1;15
GRV_B79;PLUG THROTTLE VALVE;BAT 41R02A1;2
GRV_C19;ORING;BAT 41R02A1;1
GRV_D66;BLADE PIVOT ASSY (RIGHT);BAT 41R02A1;0
GRV_D80;BLADE PIVOT ASSY (LEFT);BAT 41R02A1;0
GRV_I16;ORING CD 29.0 CSD 210 CSD SPLICE VITON 75D;BAT 41R02A1;8
JAU_Q03;ROULEMENT SABOT BLADE;BAT 41R02A1;8
JNT_M86;SHOWER;BAT 41R02A1;0
JNT_N27;COVER PLATE 8 CHBRE DXZ PATTERNED;BAT 41R02A1;0
JNT_T04;ABSOLUTE PRESSURE SWITCH;BAT 41R02A1;0
JNT_Z14;DUAL THERMOCOUPLE TOP HDP CVD;BAT 41R02A1;0
KIT_K03;SMC FILTER HOT LOOP;BAT 41R02A1;1
MEC_V06;SNSR,FLOW INSERTION SST;BAT 41R02A1;2
MEC_V09;CONNEXION POWER SUPPLY HEATER;BAT 41R02A1;2
MEC_V11;JOINT TORIQUE POUR SAS 557.66X6.99;BAT 41R02A1;0
MEC_V78;ALIMENTATION STARTER 4000 REMOTE ;BAT 41R02A1;0
MEC_V99;OC1 CREUSET 6;BAT 41R02A1;0
VEN_V24;PELLE;BAT 41R02A1;1
VIS_W91;RONDELLES;BAT 41R02A1;0
VIS_W92;JOINT SLIT ENDURA OU LL PREFORME VITON;BAT 41R02A1;5
VIS_X07;CABLE CONNECTION DTLR VERS SYSTEME;BAT 41R02A1;6
EMC_F32;CABLE POUR DTLR TEOS;BAT 41R02B1;2
EMC_F33;CABLE EMO 2 PIN 25M;BAT 41R02B1;3
GRV_D81;QUICK CONNECT MALE;BAT 41R02B1;0
EMC_A09;ADAPTATEUR NW40-CF 2.75 (DN40);BAT 41R02B2;1
MEC_V05;QUICK CONNECT FEMELLE;BAT 41R02B2;0
MEC_V88;RACCORD MALE QUICK CONNECT VISSE 3/4;BAT 41R02B2;0
EMC_H74;RACCORD FEMELLE QUICK CONNECT VISSE 3/4;BAT 41R02B3;0
GRV_D32;VANNE MANUELLE 1/4 DE TOUR CIRCULATION HX;BAT 41R02B3;1
EMC_G26;CAROTTE DES HEATER DES CHAMBRES ABC ET LL;BAT 41R02C2;11
EMT_J68;FLAPPER SEAL VALVE;BAT 41R02C2;1
EMT_K23;VALVE RTV DEVICENET PRODUCER CHAMBRE A ET B;BAT 41R02C2;0
GRV_A90;OUTIL DE CAL ALIGNEMENT ET PARALLELISMES ROBOT;BAT 41R02C2;0
